sipm_center,-125.685
led_center,-11.258788219142826
lens_center,327.55
lens_diam,9.8
mount_center,177.0
mount_left_outer_edge,315.79
mount_left_inner_edge,321.75
mount_diam,10.6
rot_center,19865
